Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getLabel",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getLineStart",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,1,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getPromotiongroup",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getPvcsbin",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getPvcsproject",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getPvcsprojects",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getRevision",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getUpdateOnly",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getUserId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.getWorkspace",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.massagePCLI",,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,,,,0,,,,18,,,6,13,5,,,,5,2,0,10,13,5,,,8,,,2,2,2,1,0,,,,,0,,2,0,,,0.28,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.runCmd",,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,0,,,,14,,,5,11,6,,,,13,2,0,8,10,4,,,6,,,2,2,2,1,1,,,,,0,,1,0,,,0.43,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setFilenameFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setForce",,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,7,,,1,4,9,,,,2,2,0,2,4,1,,,3,,,2,2,3,1,1,,,,,0,,1,0,,,1.29,2,2,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setIgnoreReturnCode",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setLabel",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setLineStart",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,3,,,1,1,9,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setPromotiongroup",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setPvcsbin",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,3,,,1,1,10,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setPvcsproject",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setRevision",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setUpdateOnly",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setUserId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.setWorkspace",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,3,,,1,1,9,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject",1,1,1,1,6,0,3,3,1,0,0,0,,0,0,,,,3,1,3,3,0,0,0,3,,27,,,,3,,,,12,,,5,3,12,,,,,,,4,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,33,33,1.00,3,3,3,3
Public Constructor,"org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject.PvcsProject",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,3,,,1,1,1,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Package,"org.apache.tools.ant.taskdefs.optional.script",1,1,1,1,14,0,7,5,,,,,4,0,0,,2,,26,13,26,,0,2,0,24,,529,,,,61,,,,253,,,92,130,215,,,,,,,129,180,92,,,88,,,,,,,,12,12,15,1,,,2,,,,0.85,48,48,51,26
Public Class,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef",2,2,2,1,16,0,9,6,1,13,13,0,,0,0,,,,15,6,15,71,0,1,0,14,,355,,,,41,,,,175,,,44,104,139,,,,,,,77,116,45,,,71,,,,,,,,12,12,15,1,,5,2,,77,75,0.79,33,33,36,15
Public Static Class,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.Attribute",1,1,1,1,8,0,3,5,1,0,0,0,,0,0,,,,1,1,1,1,0,0,0,1,,16,,,,1,,,,6,,,3,1,9,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,1.50,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.Attribute.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Static Class,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement",1,1,1,1,10,0,3,7,1,0,0,0,,0,0,,,,3,3,3,3,0,0,0,3,,46,,,,5,,,,14,,,7,3,27,,,,,,,6,10,7,,,3,,,,,,,,1,1,1,1,,1,0,,66,66,1.93,3,3,3,3
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement.setClassName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement.setType",,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.add",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.addAttribute",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.addElement",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.addText",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.createNestedElement",,,,,,,,,,,,,,,,,,,,,,,,,,,6,44,,,,4,,,,29,,,6,21,11,,,,10,16,1,12,18,5,,,13,,,6,6,6,1,2,,,,,0,,2,0,,,0.38,6,6,6,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,11,73,,,,9,,,,59,,,5,46,5,,,,24,680,3,26,36,7,,,29,,,12,12,15,1,0,,,,,0,,2,0,,,0.08,12,12,15,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.executeScript",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.executeScript",,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,,,,0,,,,10,,,2,7,9,,,,4,2,0,6,8,2,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.90,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.isAttributeSupported",,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,3,,,1,1,7,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.lookupScriptRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0,,,,14,,,3,10,5,,,,4,2,0,6,9,3,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0.36,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.setLanguage",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.setManager",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,3,,,1,1,6,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.setProject",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,5,,,1,3,4,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.80,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.setSrc",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase",1,1,1,1,11,0,6,4,2,4,4,0,,0,0,,,,7,3,7,46,0,1,0,6,,102,,,,12,,,,48,,,18,26,42,,,,,,,22,34,17,,,17,,,,,,,,3,3,3,1,,3,1,,71,71,0.88,11,11,11,7
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.addText",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,3,,,1,1,6,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.createDynamicElement",,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,,,0,,,,10,,,3,7,6,,,,6,2,0,6,8,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.60,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.fail",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,3,,,1,1,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.getScript",,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,1,,,,13,,,5,8,0,,,,6,4,1,6,9,4,,,5,,,3,3,3,1,0,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.getText",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.setDynamicAttribute",,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,1,,,,8,,,2,5,6,,,,5,2,0,3,5,2,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.75,2,2,2,1
Package,"org.apache.tools.ant.taskdefs.optional.sos",1,1,1,1,12,0,5,6,,,,,6,0,1,,6,,53,43,53,,1,0,28,24,,952,,,,86,,,,371,,,132,211,497,,,,,,,201,280,129,,,151,,,,,,,,5,5,5,1,,,3,,,,1.34,77,77,77,52
Public Abstract Class,"org.apache.tools.ant.taskdefs.optional.sos.SOS",1,1,1,1,10,0,5,5,2,8,8,4,,0,1,,,,37,17,37,76,1,0,24,12,,448,,,,44,,,,202,,,65,112,204,,,,,,,93,143,62,,,81,,,,,,,,5,5,5,1,,3,3,,94,92,1.01,53,53,53,36
Abstract Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.buildCmdLine",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Public Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.execute",,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,10,,,4,6,6,,,,5,2,0,5,7,3,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.60,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getComment",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getFilename",,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getLabel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getLocalPath",,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,,,,0,,,,17,,,5,12,8,,,,10,4,1,7,11,4,,,7,,,4,4,4,1,1,,,,,0,,3,0,,,0.47,4,4,4,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getNoCache",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,1.67,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getNoCompress",,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,3,,,1,1,6,,,,1,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,2.00,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getOptionalAttributes",,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,0,,,,14,,,1,10,6,,,,7,4,1,7,10,1,,,9,,,3,3,3,1,1,,,,,0,,1,0,,,0.43,3,3,3,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getPassword",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getProjectPath",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getRecursive",,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,1.67,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getRequiredAttributes",,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,,,,0,,,,25,,,1,19,8,,,,11,16,1,15,20,1,,,19,,,5,5,5,1,0,,,,,0,,1,0,,,0.32,5,5,5,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getSosCommand",,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,7,,,1,4,5,,,,1,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.71,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getSosHome",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getSosServerPath",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getUsername",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getVerbose",,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,1.67,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getVersion",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.getVssServerPath",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.run",,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,1,,,,14,,,3,11,8,,,,12,2,0,7,9,2,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.57,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.setInternalComment",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.setInternalFilename",,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.setInternalLabel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.setInternalRecursive",,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.sos.SOS.setInternalVersion",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
