validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
toString: SnapshotCommand.java: src.java.org.apache.cassandra.db Diff:3
examineGossiper: Gossiper.java: src.java.org.apache.cassandra.gms Diff:187
stopCompactionFor: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:158
getMaxSSTableSize: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:36
sstablesNeedsMigration: Directories.java: src.java.org.apache.cassandra.db Diff:16
getSuccessor: StorageService.java: src.java.org.apache.cassandra.service Diff:340
requestInvoke: CustomTHsHaServer.java: src.java.org.apache.cassandra.thrift Diff:3
getString: LexicalUUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:1
getTableName: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:11
shouldHint: StorageProxy.java: src.java.org.apache.cassandra.service Diff:289
getOperationMode: StorageService.java: src.java.org.apache.cassandra.service Diff:457
superCFMD: SchemaLoader.java: test.unit.org.apache.cassandra Diff:8
getMaxKey: CqlIndexedRangeSlicer.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:36
getStatement: QueryProcessor.java: src.java.org.apache.cassandra.cql3 Diff:16
forwardToSource: StreamingRepairTask.java: src.java.org.apache.cassandra.streaming Diff:13
toString: CompactionInfo.java: src.java.org.apache.cassandra.db.compaction Diff:5
printBanner: CliClient.java: src.java.org.apache.cassandra.cli Diff:1
readFloat: AbstractDataInput.java: src.java.org.apache.cassandra.io.util Diff:1
removeRegisteredCallback: MessagingService.java: src.java.org.apache.cassandra.net Diff:46
readInt: AbstractDataInput.java: src.java.org.apache.cassandra.io.util Diff:2
prepare: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:236
getPreheatKeyCache: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getCfDef: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:48
executeShowVersion: CliClient.java: src.java.org.apache.cassandra.cli Diff:64
markDeltaToBeCleared: CounterColumn.java: src.java.org.apache.cassandra.db Diff:44
readSchemaRow: SystemTable.java: src.java.org.apache.cassandra.db Diff:178
getTotalBlockedTasks: JMXEnabledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:1
decompose: JdbcInt32.java: src.java.org.apache.cassandra.cql.jdbc Diff:3
thriftifyColumnFamily: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:32
validateCountOperation: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:262
isIncrementalBackupsEnabled: StorageService.java: src.java.org.apache.cassandra.service Diff:105
reduceCacheSize: AutoSavingCache.java: src.java.org.apache.cassandra.cache Diff:18
internalOpen: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:25
addProperty: KSPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:4
maybeCreateWriter: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:112
restoreReplicaCount: StorageService.java: src.java.org.apache.cassandra.service Diff:270
getThriftFramedTransportSize: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:62
getPendingTasks: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:153
getSstablesIterated: CollationController.java: src.java.org.apache.cassandra.db Diff:80
thriftifyCounterSubColumns: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:13
getScores: DynamicEndpointSnitch.java: src.java.org.apache.cassandra.locator Diff:3
checkManifest: StandaloneScrubber.java: src.java.org.apache.cassandra.tools Diff:36
updateNormalTokens: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:7
reset: OutboundTcpConnectionPool.java: src.java.org.apache.cassandra.net Diff:2
getIntersectingIntervals: IntervalNode.java: src.java.org.apache.cassandra.utils.IntervalTree Diff:7
getConsistencyLevel: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:3
getOutputLocation: BulkRecordWriter.java: src.java.org.apache.cassandra.hadoop Diff:2
getColumns: UpdateStatement.java: src.java.org.apache.cassandra.cql Diff:29
compareTo: LocalToken.java: src.java.org.apache.cassandra.dht Diff:2
executeDelKeySpace: CliClient.java: src.java.org.apache.cassandra.cli Diff:25
needsQuotes: JdbcDate.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
collectReducedColumns: SliceQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:26
getStartKey: WhereClause.java: src.java.org.apache.cassandra.cql Diff:2
setCompactionType: CompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:63
setKeyCacheCapacityInMB: CacheService.java: src.java.org.apache.cassandra.service Diff:28
hasNext: SSTableBoundedScanner.java: src.java.org.apache.cassandra.io.sstable Diff:1
toString: RowCacheKey.java: src.java.org.apache.cassandra.cache Diff:3
run: IndexedRangeSlicer.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:18
getReadCount: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:110
hintFor: RowMutation.java: src.java.org.apache.cassandra.db Diff:7
read: MappedFileDataInput.java: src.java.org.apache.cassandra.io.util Diff:1
getUserDefinedTask: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:17
getRetryTimes: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:2
getRange: RingCache.java: src.java.org.apache.cassandra.client Diff:14
getInputSplitSize: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:6
getOutputTransportFactory: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:46
close: ColumnFamilyRecordWriter.java: src.java.org.apache.cassandra.hadoop Diff:6
markSSTablesForCompaction: AbstractCompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:3
nextSetBit: OpenBitSet.java: src.java.org.apache.cassandra.utils.obs Diff:1
getTokenToEndpointMap: StorageService.java: src.java.org.apache.cassandra.service Diff:155
delta: CounterUpdateColumn.java: src.java.org.apache.cassandra.db Diff:3
getColumnFamily: RowMutation.java: src.java.org.apache.cassandra.db Diff:3
onChange: MigrationManager.java: src.java.org.apache.cassandra.service Diff:2
scrub: Scrubber.java: src.java.org.apache.cassandra.db.compaction Diff:64
threadLocalRandom: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:3
serializedSize: Header.java: src.java.org.apache.cassandra.net Diff:5
execute: UseStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:1
removeDeletedColumnsOnly: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:79
getAndAppendNextComparator: DynamicCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:19
getIndexesBackedByCfs: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:53
getRpcMaxThreads: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
doVerb: SchemaCheckVerbHandler.java: src.java.org.apache.cassandra.db Diff:9
getSplits: ColumnFamilyInputFormat.java: src.java.org.apache.cassandra.hadoop Diff:47
constructRangeToEndpointMap: StorageService.java: src.java.org.apache.cassandra.service Diff:157
setIncrementalBackupsEnabled: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
validate: CounterColumnType.java: src.java.org.apache.cassandra.db.marshal Diff:3
diff: CounterUpdateColumn.java: src.java.org.apache.cassandra.db Diff:3
bucketsFor: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:1
run: StressThread.java: tools.stress.src.org.apache.cassandra.stress.server Diff:9
getSSTableColumnIterator: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:1
getIndexOptions: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:40
setStreamThroughputOutboundMegabitsPerSec: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
serialize: GossipDigestSynMessage.java: src.java.org.apache.cassandra.gms Diff:1
getLeavingNodes: StorageService.java: src.java.org.apache.cassandra.service Diff:311
isIncrementalBackupsEnabled: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
stringifyTypeParameters: TypeParser.java: src.java.org.apache.cassandra.db.marshal Diff:3
scheduleAtFixedRate: DebuggableScheduledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:1
serializationFlags: ExpiringColumn.java: src.java.org.apache.cassandra.db Diff:14
getCachedPosition: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:95
createInitialRing: Util.java: test.unit.org.apache.cassandra Diff:37
iterator: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:11
getRecentReadLatencyMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:274
invalidateCachedRow: CompactionController.java: src.java.org.apache.cassandra.db.compaction Diff:2
getCommitLogSegmentSize: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
create: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:1
close: SSTableSimpleUnsortedWriter.java: src.java.org.apache.cassandra.io.sstable Diff:5
reverseIterator: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:10
getSavedCachesLocation: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
getRequestScheduler: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:67
isEmpty: AbstractThreadUnsafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:22
echoData: SSTableIdentityIterator.java: src.java.org.apache.cassandra.io.sstable Diff:7
acceptImpl: TCustomServerSocket.java: src.java.org.apache.cassandra.thrift Diff:4
read: SnapshotCommand.java: src.java.org.apache.cassandra.db Diff:3
reload: KeysIndex.java: src.java.org.apache.cassandra.db.index.keys Diff:28
getRowCacheSize: CacheService.java: src.java.org.apache.cassandra.service Diff:29
create: CounterColumn.java: src.java.org.apache.cassandra.db Diff:3
setKeyCacheSavePeriodInSeconds: CacheService.java: src.java.org.apache.cassandra.service Diff:24
toString: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:27
bytesToHex: Hex.java: src.java.org.apache.cassandra.utils Diff:1
onDiskLength: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:112
announceNewColumnFamily: MigrationManager.java: src.java.org.apache.cassandra.service Diff:18
writeColumnFamily: Util.java: test.unit.org.apache.cassandra Diff:21
localCopy: CounterColumn.java: src.java.org.apache.cassandra.db Diff:20
onRemove: AbstractStreamSession.java: src.java.org.apache.cassandra.streaming Diff:3
parseType: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:55
read: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:26
getPropertyString: CreateColumnFamilyStatement.java: src.java.org.apache.cassandra.cql Diff:38
mutationForKey: UpdateStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:23
waitOnFutures: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:25
handleStateLeft: StorageService.java: src.java.org.apache.cassandra.service Diff:187
deconstruct: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:7
getOldLocalNodeIds: SystemTable.java: src.java.org.apache.cassandra.db Diff:166
validateFields: SuperColumn.java: src.java.org.apache.cassandra.db Diff:3
serializeSchema: SystemTable.java: src.java.org.apache.cassandra.db Diff:172
run: CqlReader.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:35
makeReturnColumn: SelectStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:58
validate: UUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:22
lookupSSTable: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:48
setTypes: BulkRecordWriter.java: src.java.org.apache.cassandra.hadoop Diff:2
getCachedEndpoints: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:1
setIncrementalBackupsEnabled: StorageService.java: src.java.org.apache.cassandra.service Diff:104
stopRPCServer: AbstractCassandraDaemon.java: src.java.org.apache.cassandra.service Diff:51
bytes: NodeId.java: src.java.org.apache.cassandra.utils Diff:2
shutdown: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:2
executeShowSchema: CliClient.java: src.java.org.apache.cassandra.cli Diff:72
submitArtificialRepairSession: AntiEntropyService.java: src.java.org.apache.cassandra.service Diff:3
isInitialized: StorageService.java: src.java.org.apache.cassandra.service Diff:11
getProtectedConstructor: Hex.java: src.java.org.apache.cassandra.utils Diff:1
getSources: StreamInSession.java: src.java.org.apache.cassandra.streaming Diff:78
localCopy: SuperColumn.java: src.java.org.apache.cassandra.db Diff:6
mkdirs: SchemaLoader.java: test.unit.org.apache.cassandra Diff:16
receiveReply: FileStreamTask.java: src.java.org.apache.cassandra.streaming Diff:28
hintedHandoffEnabled: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getString: LongType.java: src.java.org.apache.cassandra.db.marshal Diff:3
apply: RowMutation.java: src.java.org.apache.cassandra.db Diff:32
findSuitableEndpoint: StorageProxy.java: src.java.org.apache.cassandra.service Diff:119
isIndexBuilt: SystemTable.java: src.java.org.apache.cassandra.db Diff:134
stop: AbstractCassandraDaemon.java: src.java.org.apache.cassandra.service Diff:53
onAlive: LoadBroadcaster.java: src.java.org.apache.cassandra.service Diff:1
clone: Allocator.java: src.java.org.apache.cassandra.utils Diff:2
stopAction: StressAction.java: tools.stress.src.org.apache.cassandra.stress Diff:26
getEndpointDowntime: Gossiper.java: src.java.org.apache.cassandra.gms Diff:13
hexToBytes: Hex.java: src.java.org.apache.cassandra.utils Diff:2
getMessage: StreamRequestMessage.java: src.java.org.apache.cassandra.streaming Diff:2
manages: CommitLogAllocator.java: src.java.org.apache.cassandra.db.commitlog Diff:15
getCF: Schema.java: src.java.org.apache.cassandra.config Diff:7
hashCode: SuperColumn.java: src.java.org.apache.cassandra.db Diff:9
removeColumn: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:19
getSlice: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:15
getColumnDefinitionComparator: CFMetaData.java: src.java.org.apache.cassandra.config Diff:144
serialize: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:40
copy: RetriedSliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:2
hasNodeId: CounterColumn.java: src.java.org.apache.cassandra.db Diff:37
handleGroup: SelectStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:127
isSetTimestamp: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:2
intersects: Interval.java: src.java.org.apache.cassandra.utils.IntervalTree Diff:2
getEndpointStates: Gossiper.java: src.java.org.apache.cassandra.gms Diff:119
load: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:61
add: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:14
invalidateCaches: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:86
switchMemtable: DataTracker.java: src.java.org.apache.cassandra.db Diff:5
getClientFromInputAddressList: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:41
getIncomingFiles: StreamInSession.java: src.java.org.apache.cassandra.streaming Diff:84
decompose: JdbcDate.java: src.java.org.apache.cassandra.cql.jdbc Diff:5
toString: QueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:22
createKey: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:27
getNextComparator: CompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:5
execute: GrantStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:1
getRightIntervals: IntervalNode.java: src.java.org.apache.cassandra.utils.IntervalTree Diff:4
doNotifications: Gossiper.java: src.java.org.apache.cassandra.gms Diff:179
execute: ListGrantsStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:1
getDefaultIndexName: CFMetaData.java: src.java.org.apache.cassandra.config Diff:20
overlapping: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:19
getOutputCompressionChunkLength: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:41
snapshotLeveledManifest: Directories.java: src.java.org.apache.cassandra.db Diff:4
printIsThriftServerRunning: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:123
getSliceIterator: Memtable.java: src.java.org.apache.cassandra.db Diff:72
convertOldStrategyName: KSMetaData.java: src.java.org.apache.cassandra.config Diff:9
getIndexAccessMode: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
createHardLinkWithExec: CLibrary.java: src.java.org.apache.cassandra.utils Diff:6
isAutoBootstrap: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
iterator: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:11
performWrite: StorageProxy.java: src.java.org.apache.cassandra.service Diff:22
getAllRanges: StorageService.java: src.java.org.apache.cassandra.service Diff:354
isCompatible: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:6
getTotalDiskSpaceUsed: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:170
authorize: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:26
defreezeBloomFilter: IndexHelper.java: src.java.org.apache.cassandra.io.sstable Diff:18
getNamesFilter: QueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:21
updateColumnFamily: DefsTable.java: src.java.org.apache.cassandra.db Diff:104
getReleaseVersion: StorageService.java: src.java.org.apache.cassandra.service Diff:309
key: RowMutation.java: src.java.org.apache.cassandra.db Diff:1
getLocalAddress: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:12
maxTimestamp: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:26
indexCFMD: SchemaLoader.java: test.unit.org.apache.cassandra Diff:13
nextGaussian: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:21
asKSMetadataUpdate: KSPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:6
fromFilename: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:6
hashCode: RowCacheKey.java: src.java.org.apache.cassandra.cache Diff:2
getPredecessor: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:29
getTransportFactory: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:47
next: SSTableIdentityIterator.java: src.java.org.apache.cassandra.io.sstable Diff:5
getReplicationFactor: LocalStrategy.java: src.java.org.apache.cassandra.locator Diff:2
runSuperColumnReader: Reader.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:10
getProperty: CFPropDefs.java: src.java.org.apache.cassandra.cql Diff:15
getSampleIndexesForRanges: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:86
setInputPartitioner: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:30
getRowCacheCapacityInMB: CacheService.java: src.java.org.apache.cassandra.service Diff:26
concatByteArrays: Util.java: test.unit.org.apache.cassandra Diff:22
columnNameAsByteArray: CliClient.java: src.java.org.apache.cassandra.cli Diff:209
setKeyAlias: WhereClause.java: src.java.org.apache.cassandra.cql Diff:2
isLatencyForSnitch: RepairCallback.java: src.java.org.apache.cassandra.service Diff:5
decommission: StorageService.java: src.java.org.apache.cassandra.service Diff:390
deserialize: MessageSerializer.java: test.unit.org.apache.cassandra.net Diff:4
getMemtableColumnIterator: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:1
compose: JdbcTimeUUID.java: src.java.org.apache.cassandra.cql.jdbc Diff:3
setIndexRemoved: SystemTable.java: src.java.org.apache.cassandra.db Diff:144
getCompactionInfo: SecondaryIndexBuilder.java: src.java.org.apache.cassandra.db.index Diff:2
getUncompactingSSTables: DataTracker.java: src.java.org.apache.cassandra.db Diff:4
setupVersion: SystemTable.java: src.java.org.apache.cassandra.db Diff:27
getColumnNames: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:19
getBloomFilterTruePositiveCount: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:135
expressionString: KeysSearcher.java: src.java.org.apache.cassandra.db.index.keys Diff:10
getInputInitialAddress: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:28
stream: IncomingTcpConnection.java: src.java.org.apache.cassandra.net Diff:31
setDynamicBadnessThreshold: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
prepareToWrite: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:114
getFilePointer: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:48
onJoin: LoadBroadcaster.java: src.java.org.apache.cassandra.service Diff:1
serialize: CompactEndpointSerializationHelper.java: src.java.org.apache.cassandra.net Diff:2
getLocationWithMaximumAvailableSpace: Directories.java: src.java.org.apache.cassandra.db Diff:5
serialize: SliceByNamesReadCommand.java: src.java.org.apache.cassandra.db Diff:4
getRow: SliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:4
cloneAfterAllSettled: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:17
createConnection: WordCountSetup.java: examples.hadoop_word_count.src Diff:43
getKeyCacheSizeInMB: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
incrementActiveStreamsOutbound: MessagingService.java: src.java.org.apache.cassandra.net Diff:27
getLiveSSTableCount: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:171
getMutations: UpdateStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:10
abort: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:20
pushSchemaMutation: MigrationManager.java: src.java.org.apache.cassandra.service Diff:30
getIterator: RowIteratorFactory.java: src.java.org.apache.cassandra.db Diff:16
setCompactionThroughputMbPerSec: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
assureSufficientLiveNodes: AbstractWriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:2
get: RepairCallback.java: src.java.org.apache.cassandra.service Diff:2
getInstance: CompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:3
parseNextComparator: DynamicCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:19
makeMigrationMessage: MigrationManager.java: src.java.org.apache.cassandra.service Diff:39
validateColumnPath: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:9
getSuccessor: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:34
validate: DropKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:2
getParentColumnfamily: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:194
addSeed: SimpleSeedProvider.java: src.java.org.apache.cassandra.locator Diff:2
deserializeMigrationMessage: MigrationManager.java: src.java.org.apache.cassandra.service Diff:47
getSchema: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:100
onFinalRejection: JMXEnabledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:2
reduceNameFilter: CollationController.java: src.java.org.apache.cassandra.db Diff:48
getActiveStreamsOutbound: MessagingService.java: src.java.org.apache.cassandra.net Diff:28
getRpcaddress: StorageService.java: src.java.org.apache.cassandra.service Diff:119
getReplicationFactor: NetworkTopologyStrategy.java: src.java.org.apache.cassandra.locator Diff:35
optionalKSandCFs: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:122
onFinalAccept: JMXEnabledThreadPoolExecutor.java: src.java.org.apache.cassandra.concurrent Diff:2
announceKeyspaceUpdate: MigrationManager.java: src.java.org.apache.cassandra.service Diff:21
thriftifyKeySlices: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:125
toInt: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:28
bootstrap: StorageService.java: src.java.org.apache.cassandra.service Diff:109
filenameFor: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:8
getCompactionStrategy: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:192
write: ColumnFamilyRecordWriter.java: src.java.org.apache.cassandra.hadoop Diff:7
numColumnSpecifiers: CliCompiler.java: src.java.org.apache.cassandra.cli Diff:10
printDescribeRing: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:110
summarize: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:21
skipBytesFully: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:4
stopServer: CassandraDaemon.java: src.java.org.apache.cassandra.thrift Diff:2
bytes: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:33
validateConfiguration: SimpleAuthenticator.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:18
decompose: JdbcLong.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
export: SSTableExport.java: src.java.org.apache.cassandra.tools Diff:49
postReplace: DataTracker.java: src.java.org.apache.cassandra.db Diff:6
gossiperStarting: Ec2MultiRegionSnitch.java: src.java.org.apache.cassandra.locator Diff:11
getCFMetaData: Schema.java: src.java.org.apache.cassandra.config Diff:4
iterator: UntypedResultSet.java: src.java.org.apache.cassandra.cql3 Diff:4
read: SSTableNamesIterator.java: src.java.org.apache.cassandra.db.columniterator Diff:9
isLatencyForSnitch: WriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:15
getIndexedIterator: KeysSearcher.java: src.java.org.apache.cassandra.db.index.keys Diff:68
serializer: SuperColumn.java: src.java.org.apache.cassandra.db Diff:2
getInputFormat: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:56
toString: CompactionIterable.java: src.java.org.apache.cassandra.db.compaction Diff:1
getReplicationFactor: OldNetworkTopologyStrategy.java: src.java.org.apache.cassandra.locator Diff:37
migrateFile: Directories.java: src.java.org.apache.cassandra.db Diff:19
getString: JdbcUTF8.java: src.java.org.apache.cassandra.cql.jdbc Diff:2
getRandomToken: RandomPartitioner.java: src.java.org.apache.cassandra.dht Diff:8
contains: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:5
iterator: CFDefinition.java: src.java.org.apache.cassandra.cql3 Diff:10
serializedSize: RangeSliceCommand.java: src.java.org.apache.cassandra.db Diff:9
prepare: SSTableUtils.java: test.unit.org.apache.cassandra.io.sstable Diff:29
keySamples: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:183
getEstimatedColumnCount: AbstractThreadUnsafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:23
trySkipCache: CLibrary.java: src.java.org.apache.cassandra.utils Diff:7
quote: CliUtils.java: src.java.org.apache.cassandra.cli Diff:11
readFully: MappedFileDataInput.java: src.java.org.apache.cassandra.io.util Diff:7
getCompletedMesssages: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:2
validate: LongType.java: src.java.org.apache.cassandra.db.marshal Diff:3
main: StandaloneScrubber.java: src.java.org.apache.cassandra.tools Diff:34
addColumn: AbstractSSTableSimpleWriter.java: src.java.org.apache.cassandra.io.sstable Diff:8
assureSufficientLiveNodes: WriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:15
startGossiper: SchemaLoader.java: test.unit.org.apache.cassandra Diff:1
compose: JdbcDecimal.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
toString: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:79
sync: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:4
parseCompressorClass: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:3
open: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:8
mutateCounter: StorageProxy.java: src.java.org.apache.cassandra.service Diff:105
stream: SSTableLoader.java: src.java.org.apache.cassandra.io.sstable Diff:26
hashCode: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:2
waitOnFuture: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:24
getTotalLatencyHistogramMicros: LatencyTracker.java: src.java.org.apache.cassandra.utils Diff:6
fromSchema: CFMetaData.java: src.java.org.apache.cassandra.config Diff:137
removeDeletedAndOldShards: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:13
bounds: Util.java: test.unit.org.apache.cassandra Diff:7
pendingRangeChanges: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:1
toString: CFPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:39
getType: JdbcInt32.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
