,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,is_god_class
4338,Public Class,org.apache.cassandra.db.marshal.DoubleType,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,67,10,56,10,21,2,,,,14,28,10,18,,,,,,4.0,4.0,4.0,3.0,,2.0,1,,0.0,0.0,0.04,14,14,15,9,cassandra,False
4346,Public Class,org.apache.cassandra.db.marshal.DynamicCompositeType,3.0,3.0,3.0,2.0,14.0,0.0,12.0,1.0,1.0,7.0,7.0,0.0,,2.0,2.0,,,,9.0,1.0,11.0,44.0,0.0,2.0,5.0,4.0,,318,39,239,55,111,40,,,,82,133,54,79,,,,,,6.0,6.0,7.0,6.0,,3.0,2,,45.0,9.0,0.17,33,33,34,25,cassandra,False
4372,Public Class,org.apache.cassandra.db.marshal.FloatType,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,65,9,55,10,21,2,,,,13,27,10,17,,,,,,4.0,4.0,4.0,3.0,,2.0,1,,0.0,0.0,0.04,14,14,15,11,cassandra,False
4380,Public Class,org.apache.cassandra.db.marshal.Int32Type,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,74,14,59,11,24,2,,,,16,31,11,20,,,,,,5.0,5.0,5.0,4.0,,2.0,1,,0.0,0.0,0.03,15,15,16,10,cassandra,False
4388,Public Class,org.apache.cassandra.db.marshal.IntegerType,3.0,3.0,3.0,2.0,14.0,1.0,11.0,2.0,1.0,3.0,3.0,0.0,,1.0,1.0,,,,7.0,0.0,8.0,21.0,1.0,1.0,0.0,6.0,,130,20,95,23,55,16,,,,41,65,23,42,,,,,,11.0,11.0,11.0,9.0,,2.0,3,,0.0,0.0,0.17,26,26,29,20,cassandra,False
4397,Public Class,org.apache.cassandra.db.marshal.LexicalUUIDType,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,5.0,5.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,65,9,54,9,20,3,,,,12,26,9,17,,,,,,4.0,4.0,4.0,3.0,,2.0,1,,0.0,0.0,0.06,14,14,15,11,cassandra,False
4414,Public Class,org.apache.cassandra.db.marshal.LongType,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,73,13,59,11,24,2,,,,16,31,11,20,,,,,,5.0,5.0,5.0,4.0,,2.0,1,,0.0,0.0,0.03,15,15,16,10,cassandra,False
4422,Public Class,org.apache.cassandra.db.marshal.MarshalException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,12,1,11,3,2,0,,,,2,5,3,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,2,2,2,2,cassandra,False
4439,Public Class,org.apache.cassandra.db.marshal.TimeUUIDType,3.0,3.0,3.0,2.0,13.0,1.0,11.0,0.0,1.0,6.0,6.0,0.0,,1.0,2.0,,,,7.0,0.0,8.0,21.0,1.0,1.0,0.0,6.0,,122,21,98,18,55,4,,,,41,68,18,50,,,,,,8.0,8.0,8.0,8.0,,2.0,2,,0.0,0.0,0.04,27,27,28,18,cassandra,False
4448,Public Class,org.apache.cassandra.db.marshal.TypeParser,3.0,3.0,3.0,1.0,15.0,1.0,13.0,0.0,1.0,4.0,4.0,0.0,,13.0,2.0,,,,10.0,2.0,23.0,23.0,0.0,15.0,0.0,8.0,,416,53,318,62,182,48,,,,130,191,62,129,,,,,,9.0,9.0,11.0,5.0,,1.0,3,,56.0,52.0,0.15,69,69,89,44,cassandra,False
4472,Public Class,org.apache.cassandra.db.marshal.UTF8Type,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,6.0,0.0,,0.0,1.0,,,,8.0,0.0,8.0,21.0,1.0,0.0,0.0,7.0,,170,10,141,25,83,22,,,,50,82,15,67,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.16,10,10,11,8,cassandra,False
4486,Public Class,org.apache.cassandra.db.marshal.UUIDType,4.0,4.0,4.0,2.0,23.0,2.0,19.0,1.0,1.0,8.0,8.0,0.0,,1.0,1.0,,,,7.0,0.0,8.0,21.0,1.0,1.0,0.0,6.0,,213,30,158,23,75,25,,,,50,82,23,59,,,,,,9.0,9.0,12.0,8.0,,2.0,2,,0.0,0.0,0.16,32,32,36,22,cassandra,False
4536,Public Class,org.apache.cassandra.dht.BigIntegerToken,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,3.0,0.0,3.0,17.0,0.0,0.0,0.0,3.0,,19,3,15,5,4,1,,,,4,8,5,3,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.07,3,3,3,3,cassandra,False
4540,Public Class,org.apache.cassandra.dht.BootStrapper,3.0,3.0,3.0,2.0,21.0,2.0,17.0,1.0,1.0,22.0,22.0,0.0,,4.0,2.0,,,,2.0,3.0,6.0,6.0,2.0,0.0,0.0,4.0,,207,26,152,42,89,31,,,,67,100,45,55,,,,,,6.0,6.0,7.0,5.0,,1.0,2,,66.0,66.0,0.2,19,19,20,14,cassandra,False
4568,Public Class,org.apache.cassandra.dht.ByteOrderedPartitioner,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,,26,0,9,2,3,17,,,,2,5,2,3,,,,,,2.0,2.0,2.0,1.0,,3.0,1,,0.0,0.0,1.89,2,2,2,1,cassandra,False
4570,Public Class,org.apache.cassandra.dht.BytesToken,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,0.0,1.0,,,,6.0,0.0,6.0,20.0,0.0,0.0,0.0,6.0,,45,8,37,13,13,0,,,,11,20,10,10,,,,,,3.0,3.0,3.0,3.0,,2.0,1,,0.0,0.0,0.0,8,8,8,8,cassandra,False
4577,Public Class,org.apache.cassandra.dht.CollatingOrderPreservingPartitioner,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,14.0,0.0,0.0,0.0,2.0,,40,3,20,5,9,17,,,,7,12,5,7,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,0.0,0.0,0.85,4,4,4,2,cassandra,False
4617,Public Class,org.apache.cassandra.dht.LocalPartitioner,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,6.0,0.0,,0.0,0.0,,,,10.0,1.0,10.0,11.0,0.0,0.0,0.0,10.0,,72,10,44,12,10,18,,,,11,22,12,10,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,70.0,40.0,0.41,10,10,10,10,cassandra,False
4628,Public Class,org.apache.cassandra.dht.LocalToken,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,5.0,1.0,5.0,19.0,0.0,0.0,0.0,5.0,,42,7,35,13,13,0,,,,12,20,10,10,,,,,,3.0,3.0,3.0,3.0,,2.0,1,,40.0,40.0,0.0,7,7,7,7,cassandra,False
4634,Public Class,org.apache.cassandra.dht.OrderPreservingPartitioner,2.0,2.0,2.0,1.0,11.0,0.0,9.0,1.0,1.0,14.0,14.0,0.0,,1.0,2.0,,,,10.0,1.0,11.0,12.0,0.0,2.0,0.0,9.0,,195,23,139,33,69,33,,,,56,92,46,46,,,,,,7.0,7.0,7.0,1.0,,2.0,3,,90.0,90.0,0.24,23,23,23,11,cassandra,False
4652,Public Class,org.apache.cassandra.dht.RandomPartitioner,2.0,2.0,2.0,1.0,10.0,0.0,9.0,1.0,1.0,8.0,8.0,0.0,,0.0,4.0,,,,9.0,1.0,9.0,10.0,0.0,0.0,0.0,9.0,,171,17,125,32,69,37,,,,56,82,39,43,,,,,,4.0,4.0,4.0,3.0,,2.0,2,,88.0,88.0,0.3,19,19,19,11,cassandra,False
4711,Public Class,org.apache.cassandra.dht.RangeStreamer,3.0,3.0,3.0,2.0,19.0,1.0,16.0,1.0,1.0,14.0,14.0,0.0,,2.0,1.0,,,,6.0,7.0,8.0,8.0,1.0,2.0,0.0,5.0,,225,29,169,41,77,28,,,,60,109,51,58,,,,,,7.0,7.0,7.0,6.0,,1.0,4,,75.0,71.0,0.17,28,28,28,16,cassandra,False
4735,Public Class,org.apache.cassandra.dht.StringToken,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,,14,2,12,4,3,0,,,,3,6,4,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,2,2,2,2,cassandra,False
4790,Public Class,org.apache.cassandra.gms.EndpointState,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,5.0,5.0,0.0,,1.0,2.0,,,,11.0,4.0,12.0,12.0,7.0,0.0,0.0,5.0,,102,15,61,20,18,26,,,,21,34,19,15,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,78.0,76.0,0.43,12,12,12,12,cassandra,False
4810,Public Class,org.apache.cassandra.gms.FailureDetector,1.0,1.0,2.0,1.0,9.0,0.0,8.0,0.0,3.0,7.0,7.0,0.0,,1.0,5.0,,,,17.0,2.0,18.0,18.0,0.0,1.0,0.0,17.0,,221,22,170,43,86,29,,,,66,108,49,59,,,,,,5.0,5.0,5.0,1.0,,1.0,2,,75.0,73.0,0.17,35,35,36,18,cassandra,False
4836,Public Class,org.apache.cassandra.gms.GossipDigest,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,,1.0,1.0,,,,6.0,3.0,7.0,7.0,4.0,0.0,0.0,3.0,,78,8,49,14,18,21,,,,21,30,13,17,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,57.0,57.0,0.43,8,8,8,7,cassandra,False
4852,Public Class,org.apache.cassandra.gms.GossipDigestAck2VerbHandler,5.0,5.0,5.0,1.0,30.0,1.0,28.0,1.0,2.0,5.0,5.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,35,2,32,8,17,1,,,,13,19,8,11,,,,,,5.0,5.0,5.0,1.0,,1.0,2,,0.0,0.0,0.03,5,5,5,1,cassandra,False
4863,Public Class,org.apache.cassandra.gms.GossipDigestAckVerbHandler,9.0,9.0,9.0,1.0,49.0,5.0,42.0,2.0,2.0,9.0,9.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,54,6,46,14,30,2,,,,21,32,15,17,,,,,,9.0,9.0,9.0,1.0,,1.0,3,,0.0,0.0,0.04,9,9,9,1,cassandra,False
4880,Public Class,org.apache.cassandra.gms.GossipDigestSynVerbHandler,7.0,7.0,7.0,2.0,45.0,4.0,36.0,5.0,2.0,10.0,10.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,104,10,76,21,49,18,,,,39,56,25,31,,,,,,9.0,9.0,9.0,4.0,,1.0,3,,50.0,50.0,0.24,14,14,14,5,cassandra,False
4890,Public Class,org.apache.cassandra.gms.GossipShutdownVerbHandler,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,2.0,4.0,4.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,14,1,13,4,6,0,,,,5,8,4,4,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.0,2,2,2,1,cassandra,False
4892,Public Class,org.apache.cassandra.gms.Gossiper,2.0,2.0,3.0,1.0,15.0,0.0,12.0,2.0,3.0,27.0,27.0,0.0,,1.0,9.0,,,,60.0,12.0,61.0,61.0,11.0,18.0,1.0,31.0,,1189,110,856,177,485,232,,,,346,548,196,352,,,,,,14.0,14.0,17.0,4.0,,1.0,4,,88.0,81.0,0.27,172,172,183,78,cassandra,False
5000,Public Class,org.apache.cassandra.gms.VersionGenerator,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,30,1,8,3,2,21,,,,2,4,3,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,2.62,1,1,1,1,cassandra,False
5002,Public Class,org.apache.cassandra.gms.VersionedValue,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,,0.0,12.0,,,,4.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,,190,31,128,45,43,31,,,,44,71,44,27,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,37.0,12.0,0.24,4,4,4,4,cassandra,False
5030,Public Class,org.apache.cassandra.hadoop.BulkOutputFormat,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,,0.0,1.0,,,,6.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,63,12,49,21,9,2,,,,8,23,15,8,,,,,,2.0,2.0,3.0,1.0,,2.0,1,,0.0,0.0,0.04,7,7,8,6,cassandra,False
5071,Public Class,org.apache.cassandra.hadoop.ColumnFamilyInputFormat,3.0,3.0,4.0,1.0,24.0,1.0,21.0,0.0,2.0,9.0,9.0,0.0,,1.0,4.0,,,,7.0,3.0,8.0,8.0,0.0,4.0,0.0,4.0,,301,34,231,56,129,36,,,,98,141,62,79,,,,,,8.0,8.0,9.0,7.0,,2.0,5,,87.0,75.0,0.16,30,30,33,14,cassandra,False
5085,Public Class,org.apache.cassandra.hadoop.ColumnFamilyOutputFormat,1.0,1.0,1.0,1.0,12.0,0.0,7.0,5.0,2.0,6.0,6.0,0.0,,1.0,3.0,,,,6.0,0.0,7.0,7.0,0.0,1.0,0.0,6.0,,151,14,74,30,28,63,,,,24,43,23,20,,,,,,4.0,4.0,5.0,1.0,,2.0,1,,0.0,0.0,0.85,11,11,12,7,cassandra,False
5100,Public Class,org.apache.cassandra.hadoop.ColumnFamilyRecordReader,2.0,2.0,2.0,1.0,12.0,1.0,11.0,0.0,2.0,10.0,10.0,0.0,,1.0,2.0,,,,13.0,14.0,14.0,14.0,1.0,1.0,0.0,12.0,,525,67,428,100,230,32,,,,185,273,105,168,,,,,,7.0,7.0,9.0,6.0,,2.0,3,,87.0,85.0,0.07,35,35,40,24,cassandra,False
5138,Public Class,org.apache.cassandra.hadoop.ColumnFamilyRecordWriter.RangeClient,3.0,3.0,4.0,3.0,22.0,1.0,18.0,2.0,1.0,4.0,4.0,0.0,,0.0,0.0,,,,6.0,7.0,6.0,6.0,0.0,1.0,0.0,5.0,,163,14,124,20,60,25,,,,43,67,19,48,,,,,,11.0,11.0,13.0,10.0,,2.0,4,,64.0,64.0,0.2,23,23,25,18,cassandra,False
5149,Public Class,org.apache.cassandra.hadoop.ColumnFamilySplit,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,,,,10.0,4.0,11.0,11.0,0.0,0.0,1.0,10.0,,92,13,75,20,31,4,,,,32,47,20,27,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,56.0,38.0,0.05,14,14,14,11,cassandra,False
5161,Public Class,org.apache.cassandra.hadoop.ConfigHelper,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,9.0,9.0,0.0,,62.0,29.0,,,,0.0,0.0,62.0,62.0,0.0,5.0,0.0,57.0,,544,68,403,109,164,74,,,,137,219,109,110,,,,,,5.0,5.0,5.0,3.0,,1.0,2,,0.0,0.0,0.18,82,82,82,68,cassandra,False
5224,Public Class,org.apache.cassandra.hadoop.Progressable,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,,24,4,20,6,6,0,,,,6,11,6,5,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,33.0,33.0,0.0,4,4,4,3,cassandra,False
5229,Public Class,org.apache.cassandra.hadoop.pig.CassandraStorage,4.0,4.0,4.0,1.0,21.0,0.0,19.0,1.0,3.0,24.0,24.0,0.0,,5.0,19.0,,,,44.0,21.0,49.0,49.0,0.0,26.0,0.0,23.0,,1162,101,986,196,616,90,,,,449,659,211,448,,,,,,18.0,18.0,20.0,9.0,,2.0,5,,93.0,90.0,0.09,201,196,212,84,cassandra,False
5299,Public Class,org.apache.cassandra.io.compress.CompressedRandomAccessReader,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,6.0,6.0,0.0,,2.0,1.0,,,,6.0,4.0,8.0,37.0,0.0,2.0,1.0,5.0,,117,18,70,17,36,29,,,,28,43,14,29,,,,,,6.0,6.0,6.0,1.0,,3.0,2,,71.0,46.0,0.41,14,14,14,8,cassandra,False
5308,Public Class,org.apache.cassandra.io.compress.CompressedSequentialWriter,1.0,1.0,1.0,1.0,13.0,2.0,8.0,2.0,1.0,9.0,9.0,0.0,,1.0,0.0,,,,9.0,9.0,10.0,37.0,0.0,1.0,1.0,8.0,,212,43,118,36,62,53,,,,65,83,29,54,,,,,,4.0,4.0,4.0,1.0,,3.0,1,,71.0,66.0,0.45,15,15,15,10,cassandra,False
5321,Public Class,org.apache.cassandra.io.compress.CompressionMetadata,2.0,2.0,2.0,1.0,19.0,1.0,13.0,4.0,1.0,8.0,8.0,0.0,,1.0,0.0,,,,5.0,5.0,6.0,6.0,1.0,1.0,0.0,4.0,,265,33,157,40,80,80,,,,67,93,42,51,,,,,,3.0,3.0,3.0,1.0,,1.0,2,,63.0,46.0,0.51,13,13,13,6,cassandra,False
5337,Public Class,org.apache.cassandra.io.compress.CompressionParameters,2.0,2.0,2.0,1.0,12.0,0.0,11.0,0.0,1.0,2.0,2.0,0.0,,7.0,7.0,,,,11.0,4.0,18.0,18.0,0.0,8.0,0.0,10.0,,281,30,224,47,123,28,,,,82,126,47,79,,,,,,11.0,11.0,11.0,7.0,,1.0,4,,69.0,56.0,0.12,49,49,53,30,cassandra,False
5356,Public Class,org.apache.cassandra.io.compress.CorruptedBlockException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,30,1,11,3,2,18,,,,2,5,3,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,1.64,2,2,2,2,cassandra,False
5359,Public Class,org.apache.cassandra.io.compress.DeflateCompressor,1.0,1.0,1.0,1.0,12.0,0.0,11.0,0.0,2.0,1.0,1.0,0.0,,1.0,1.0,,,,5.0,2.0,6.0,6.0,0.0,1.0,0.0,5.0,,107,9,77,14,38,21,,,,27,41,16,25,,,,,,4.0,4.0,4.0,4.0,,1.0,2,,66.0,66.0,0.27,11,11,11,11,cassandra,False
5377,Public Class,org.apache.cassandra.io.compress.SnappyCompressor,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,,2.0,2.0,,,,4.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,84,8,55,10,21,21,,,,15,24,9,15,,,,,,5.0,5.0,5.0,1.0,,1.0,1,,100.0,100.0,0.38,10,10,10,6,cassandra,False
5400,Public Class,org.apache.cassandra.io.sstable.BloomFilterTracker,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,6.0,4.0,6.0,6.0,0.0,0.0,0.0,6.0,,53,6,47,13,18,0,,,,14,23,13,10,,,,,,1.0,1.0,1.0,1.0,,1.0,1,,75.0,66.0,0.0,6,6,6,6,cassandra,False
5407,Public Class,org.apache.cassandra.io.sstable.Component,2.0,1.0,2.0,1.0,8.0,0.0,7.0,1.0,1.0,3.0,3.0,0.0,,1.0,9.0,,,,6.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,,130,14,90,38,40,26,,,,47,63,29,34,,,,,,8.0,3.0,8.0,3.0,,1.0,1,,66.0,47.0,0.29,16,10,17,9,cassandra,False
5420,Public Class,org.apache.cassandra.io.sstable.Descriptor,1.0,1.0,2.0,1.0,10.0,0.0,7.0,3.0,1.0,3.0,3.0,0.0,,3.0,2.0,,,,13.0,18.0,16.0,16.0,1.0,1.0,0.0,14.0,,245,23,143,51,66,80,,,,79,102,48,54,,,,,,4.0,4.0,7.0,3.0,,1.0,1,,85.0,51.0,0.56,23,23,32,18,cassandra,False
5437,Public Class,org.apache.cassandra.io.sstable.IndexHelper,2.0,2.0,2.0,1.0,19.0,0.0,9.0,9.0,1.0,10.0,10.0,0.0,,7.0,0.0,,,,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,,199,16,99,29,46,84,,,,40,59,29,30,,,,,,4.0,4.0,5.0,1.0,,1.0,1,,0.0,0.0,0.85,17,17,19,7,cassandra,False
5450,Public Class,org.apache.cassandra.io.sstable.IndexSummary,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,,,,8.0,3.0,8.0,8.0,0.0,0.0,0.0,8.0,,60,8,46,13,17,6,,,,17,28,13,15,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,58.0,45.0,0.13,10,10,10,8,cassandra,False
5459,Public Class,org.apache.cassandra.io.sstable.KeyIterator,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,2.0,7.0,7.0,0.0,,0.0,0.0,,,,5.0,2.0,5.0,5.0,0.0,0.0,1.0,4.0,,56,5,51,9,19,1,,,,14,24,9,15,,,,,,3.0,3.0,3.0,3.0,,2.0,2,,30.0,30.0,0.02,9,9,9,7,cassandra,False
5465,Public Class,org.apache.cassandra.io.sstable.ReducingKeyIterator,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,2.0,6.0,6.0,0.0,,0.0,0.0,,,,8.0,1.0,8.0,8.0,0.0,0.0,0.0,8.0,,82,11,68,13,27,3,,,,19,39,21,18,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,25.0,25.0,0.04,12,12,12,8,cassandra,False
5496,Public Class,org.apache.cassandra.io.sstable.SSTableBoundedScanner,3.0,3.0,3.0,1.0,11.0,0.0,11.0,0.0,1.0,6.0,6.0,0.0,,0.0,0.0,,,,3.0,2.0,3.0,14.0,1.0,0.0,0.0,2.0,,89,6,62,11,27,22,,,,19,32,8,24,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,66.0,66.0,0.35,9,9,9,3,cassandra,False
5502,Public Class,org.apache.cassandra.io.sstable.SSTableDeletingTask,1.0,1.0,1.0,1.0,10.0,0.0,9.0,1.0,1.0,6.0,6.0,0.0,,2.0,2.0,,,,4.0,4.0,6.0,8.0,0.0,0.0,1.0,5.0,,102,8,65,16,26,29,,,,23,36,17,19,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,66.0,66.0,0.45,11,11,11,6,cassandra,False
5511,Public Class,org.apache.cassandra.io.sstable.SSTableIdentityIterator,2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,3.0,15.0,15.0,0.0,,0.0,1.0,,,,17.0,11.0,17.0,17.0,0.0,2.0,0.0,15.0,,244,28,191,39,85,26,,,,71,106,35,71,,,,,,9.0,9.0,9.0,3.0,,1.0,5,,79.0,59.0,0.14,35,35,35,19,cassandra,False
5529,Public Class,org.apache.cassandra.io.sstable.SSTableLoader,1.0,1.0,1.0,1.0,19.0,1.0,17.0,0.0,1.0,12.0,12.0,0.0,,0.0,0.0,,,,5.0,4.0,5.0,5.0,0.0,1.0,1.0,3.0,,292,40,210,55,92,42,,,,87,131,57,74,,,,,,4.0,4.0,4.0,4.0,,1.0,2,,60.0,35.0,0.2,9,9,9,8,cassandra,False
5562,Public Class,org.apache.cassandra.io.sstable.SSTableMetadata,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,4.0,4.0,0.0,,4.0,2.0,,,,2.0,7.0,6.0,6.0,2.0,2.0,0.0,2.0,,209,24,163,49,85,23,,,,71,99,49,50,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,85.0,56.0,0.14,6,6,6,6,cassandra,False
5583,Public Class,org.apache.cassandra.io.sstable.SSTableReader,2.0,2.0,2.0,1.0,14.0,0.0,11.0,2.0,1.0,50.0,50.0,0.0,,15.0,2.0,,,,45.0,12.0,60.0,73.0,2.0,7.0,0.0,51.0,,1040,124,754,189,404,165,,,,275,442,171,271,,,,,,20.0,20.0,28.0,11.0,,2.0,7,,92.0,79.0,0.22,148,148,178,91,cassandra,False
5660,Public Class,org.apache.cassandra.io.sstable.SSTableScanner,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,2.0,8.0,8.0,1.0,,0.0,1.0,,,,11.0,6.0,11.0,11.0,2.0,0.0,0.0,9.0,,209,19,165,32,76,25,,,,53,83,30,53,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,74.0,74.0,0.15,20,20,20,13,cassandra,False
5679,Public Class,org.apache.cassandra.io.sstable.SSTableSimpleUnsortedWriter,2.0,2.0,2.0,1.0,14.0,0.0,11.0,2.0,1.0,10.0,10.0,0.0,,0.0,1.0,,,,7.0,5.0,7.0,19.0,0.0,2.0,2.0,3.0,,181,17,120,34,54,44,,,,39,63,22,41,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,65.0,42.0,0.37,15,15,15,7,cassandra,False
5690,Public Class,org.apache.cassandra.io.sstable.SSTableSimpleWriter,1.0,1.0,1.0,1.0,9.0,0.0,7.0,1.0,1.0,8.0,8.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,17.0,0.0,0.0,2.0,3.0,,84,5,41,12,13,38,,,,10,18,7,11,,,,,,3.0,3.0,3.0,1.0,,2.0,2,,40.0,19.0,0.93,8,8,8,5,cassandra,False
