getRandomID: JDBCBench.java: org.hsqldb.test Diff:143
getSequence: SequenceManager.java: org.hsqldb Diff:4
getMaxTableNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
toQuotedString: StringConverter.java: org.hsqldb.lib Diff:31
listVisibleSessions: DINameSpace.java: org.hsqldb Diff:63
setServerError: Server.java: org.hsqldb Diff:7
setSource: RowInputText.java: org.hsqldb.rowio Diff:5
getColIsNullable: DITableInfo.java: org.hsqldb Diff:38
errprintln: SqlFile.java: org.hsqldb.util Diff:113
setLogSize: Log.java: org.hsqldb Diff:13
getHelpString: WebServer.java: org.hsqldb Diff:15
translateTypes: TransferSQLText.java: org.hsqldb.util Diff:48
getStdout: ExecHarness.java: org.hsqldb.test Diff:11
toString: Expression.java: org.hsqldb Diff:196
readChar: RowInputText.java: org.hsqldb.rowio Diff:6
processAlterColumn: DatabaseCommandInterpreter.java: org.hsqldb Diff:309
getMessage: Trace.java: org.hsqldb Diff:23
windowOpened: Transfer.java: org.hsqldb.util Diff:55
read: NIOScaledRAFile.java: org.hsqldb Diff:12
setFloat: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:9
windowIconified: QueryTool.java: org.hsqldb.util Diff:60
setRecent: QueryTool.java: org.hsqldb.util Diff:51
getEquiJoinColumns: Expression.java: org.hsqldb Diff:157
setDate: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:16
setLeft: BaseMemoryNode.java: org.hsqldb Diff:2
setString: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:6
getDriverMajorVersion: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
gc: DatabaseManager.java: org.hsqldb Diff:66
clearAll: SessionManager.java: org.hsqldb Diff:10
setMustExit: DatabaseManagerSwing.java: org.hsqldb.util Diff:10
isReadOnlyDatabase: Library.java: org.hsqldb Diff:29
windowDeiconified: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
getCacheHash: DITableInfo.java: org.hsqldb Diff:8
isAutoIncrement: DITypeInfo.java: org.hsqldb Diff:44
free: Cache.java: org.hsqldb Diff:8
create: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
writeIntData: RowOutputBase.java: org.hsqldb.rowio Diff:1
getColBufLen: DITableInfo.java: org.hsqldb Diff:14
setAsciiStream: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:3
renameColumnInCheckConstraints: Table.java: org.hsqldb Diff:27
resolveCols: DIProcedureInfo.java: org.hsqldb Diff:84
getIndexVisibleColumns: DITableInfo.java: org.hsqldb Diff:74
processError: WebServerConnection.java: org.hsqldb Diff:75
get: IntKeyHashMap.java: org.hsqldb.lib Diff:1
hasReferencedRow: Constraint.java: org.hsqldb Diff:24
getIdentifier: Tokenizer.java: org.hsqldb Diff:6
processDropIndex: DatabaseCommandInterpreter.java: org.hsqldb Diff:592
isSearchable: Types.java: org.hsqldb Diff:11
timestampValue: HsqlDateTime.java: org.hsqldb Diff:3
writeBinary: RowOutputBase.java: org.hsqldb.rowio Diff:1
parseSimpleTableFilter: Parser.java: org.hsqldb Diff:150
isBuiltin: DINameSpace.java: org.hsqldb Diff:32
isAggregate: Expression.java: org.hsqldb Diff:171
isDataSourceDescending: DITableInfo.java: org.hsqldb Diff:79
getTables: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:5
skipSpaces: StringUtil.java: org.hsqldb.lib Diff:34
getSize: RowOutputTextLog.java: org.hsqldb.rowio Diff:24
SYSTEM_CHECK_TABLE_USAGE: DatabaseInformationFull.java: org.hsqldb Diff:588
setStorageSize: DataFileCache.java: org.hsqldb Diff:57
close: Session.java: org.hsqldb Diff:3
getObjectInstance: jdbcDataSourceFactory.java: org.hsqldb.jdbc Diff:10
unshift: ExecHarness.java: org.hsqldb.test Diff:9
finishCreate: ZaurusConnectionDialog.java: org.hsqldb.util Diff:31
addIndexOn: DatabaseCommandInterpreter.java: org.hsqldb Diff:61
error: Trace.java: org.hsqldb Diff:11
executeDeleteStatement: CompiledStatementExecutor.java: org.hsqldb Diff:9
parseExpression: Parser.java: org.hsqldb Diff:163
itemStateChanged: Transfer.java: org.hsqldb.util Diff:20
getLength: Tokenizer.java: org.hsqldb Diff:18
writeNull: RowOutputBase.java: org.hsqldb.rowio Diff:1
getFQN: DIProcedureInfo.java: org.hsqldb Diff:4
parseUnion: Parser.java: org.hsqldb Diff:82
readType: RowInputBinary.java: org.hsqldb.rowio Diff:3
checkTables: Expression.java: org.hsqldb Diff:161
getUpdatedNode: DiskNode.java: org.hsqldb Diff:3
writeIntData: RowOutputTextLog.java: org.hsqldb.rowio Diff:53
isDeleted: Node.java: org.hsqldb Diff:3
getProtocol: WebServer.java: org.hsqldb Diff:16
getColRemarks: DITableInfo.java: org.hsqldb Diff:48
fillFileNames: FindFile.java: org.hsqldb.sample Diff:22
writeLongData: RowOutputBinary.java: org.hsqldb.rowio Diff:3
resetNumbering: HsqlNameManager.java: org.hsqldb Diff:8
supportsExpressionsInOrderBy: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getList: StringUtil.java: org.hsqldb.lib Diff:17
acceptsScaleCreateParam: Types.java: org.hsqldb Diff:11
processCreateIndex: DatabaseCommandInterpreter.java: org.hsqldb Diff:534
setStorageSize: TextCache.java: org.hsqldb Diff:62
readRow: ScriptReaderBinary.java: org.hsqldb.scriptio Diff:6
writeSingleColumnResult: ScriptWriterBinary.java: org.hsqldb.scriptio Diff:1
setUser: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
toResult: Trace.java: org.hsqldb Diff:13
getProcedureTerm: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
close: Database.java: org.hsqldb Diff:30
getMethodFQN: DINameSpace.java: org.hsqldb Diff:23
main: QueryTool.java: org.hsqldb.util Diff:6
getIndex: Table.java: org.hsqldb Diff:121
getChoosenTableIndex: ZaurusEditor.java: org.hsqldb.util Diff:26
updateRowSet: Table.java: org.hsqldb Diff:125
getDataTypeSub: DITypeInfo.java: org.hsqldb Diff:2
isIndexUnique: Constraint.java: org.hsqldb Diff:1
registerServer: DatabaseManager.java: org.hsqldb Diff:33
getSysSession: SessionManager.java: org.hsqldb Diff:1
getTimestamp: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
checkDataReadOnly: TextTable.java: org.hsqldb Diff:13
isAliasQuoted: Expression.java: org.hsqldb Diff:163
delete: Index.java: org.hsqldb Diff:39
getColIsIdentity: DITableInfo.java: org.hsqldb Diff:35
displayResultSet: SqlFile.java: org.hsqldb.util Diff:118
getField: RowInputText.java: org.hsqldb.rowio Diff:11
readDecimal: RowInputText.java: org.hsqldb.rowio Diff:11
findFirst: Index.java: org.hsqldb Diff:49
isWritable: Table.java: org.hsqldb Diff:120
getTriggerDDL: TriggerSample.java: org.hsqldb.sample Diff:25
listFiles: FindFile.java: org.hsqldb.sample Diff:15
setMaxRows: Result.java: org.hsqldb Diff:24
toString: Like.java: org.hsqldb Diff:22
setParent: BaseMemoryNode.java: org.hsqldb Diff:6
getDirective: TableSorter.java: org.hsqldb.util Diff:2
readInt: InOutUtil.java: org.hsqldb.lib Diff:1
resizeElementArrays: BaseHashMap.java: org.hsqldb.store Diff:4
toString: Binary.java: org.hsqldb.types Diff:2
setObject: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:8
savePrefs: TransferCommon.java: org.hsqldb.util Diff:5
describe: SqlFile.java: org.hsqldb.util Diff:119
getFilter: Expression.java: org.hsqldb Diff:163
compare: HsqlDateTime.java: org.hsqldb Diff:5
addConstraint: Table.java: org.hsqldb Diff:3
setShort: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:12
formatIdentifier: TransferHelper.java: org.hsqldb.util Diff:1
SYSTEM_TRIGGERCOLUMNS: DatabaseInformationFull.java: org.hsqldb Diff:347
iterateAccessibleTriggerClassNames: DINameSpace.java: org.hsqldb Diff:48
getSubString: jdbcClob.java: org.hsqldb.jdbc Diff:1
textValueChanged: ZaurusTableForm.java: org.hsqldb.util Diff:36
createTestTables: DatabaseManagerCommon.java: org.hsqldb.util Diff:1
doAssert: Trace.java: org.hsqldb Diff:21
getObject: JavaObject.java: org.hsqldb.types Diff:3
scheduleAt: HsqlTimer.java: org.hsqldb.lib Diff:1
getLookup: BaseHashMap.java: org.hsqldb.store Diff:1
saveRow: DataFileCache.java: org.hsqldb Diff:50
updateEnabled: Transfer.java: org.hsqldb.util Diff:54
getColSqlDataType: DITableInfo.java: org.hsqldb Diff:64
addBuiltinToSet: DINameSpace.java: org.hsqldb Diff:30
findParameterIndex: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:3
fixupColumnDefWrite: OracleTransferHelper.java: org.hsqldb.util Diff:14
getIndexColumns: DITableInfo.java: org.hsqldb Diff:71
SYSTEM_TYPEINFO: DatabaseInformationMain.java: org.hsqldb Diff:39
supportsSchemasInDataManipulation: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
processAlterUser: DatabaseCommandInterpreter.java: org.hsqldb Diff:651
checkTriggerExists: DatabaseCommandInterpreter.java: org.hsqldb Diff:479
close: ScriptWriterBase.java: org.hsqldb.scriptio Diff:3
isNullable: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:1
toString: ScriptTool.java: org.hsqldb.util Diff:19
SYSTEM_USERS: DatabaseInformationMain.java: org.hsqldb Diff:52
checkRowDataUpdate: Table.java: org.hsqldb Diff:125
setMetaDirty: Database.java: org.hsqldb Diff:93
isNull: Index.java: org.hsqldb Diff:43
SYSTEM_PROCEDURES: DatabaseInformationFull.java: org.hsqldb Diff:488
hasSequence: View.java: org.hsqldb Diff:27
containsKey: IntValueHashMap.java: org.hsqldb.lib Diff:10
writeBit: RowOutputBase.java: org.hsqldb.rowio Diff:1
insertWithIdentity: Table.java: org.hsqldb Diff:38
getDatabase: Session.java: org.hsqldb Diff:3
save: HsqlDatabaseProperties.java: org.hsqldb Diff:13
bind: CompiledStatement.java: org.hsqldb Diff:1
printHelp: QueryTool.java: org.hsqldb.util Diff:59
resetCapacity: ValuePoolHashMap.java: org.hsqldb.store Diff:2
checkAdmin: Session.java: org.hsqldb Diff:3
equals: Binary.java: org.hsqldb.types Diff:1
addOrDropColumn: TableWorks.java: org.hsqldb Diff:87
getCachedCount: DataFileCache.java: org.hsqldb Diff:57
checkpoint: Logger.java: org.hsqldb Diff:3
keyTyped: ZaurusDatabaseManager.java: org.hsqldb.util Diff:40
clearChanges: ZaurusChoice.java: org.hsqldb.util Diff:3
showHelp: DatabaseManager.java: org.hsqldb.util Diff:60
writeLongData: RowOutputText.java: org.hsqldb.rowio Diff:11
getColumnCount: GridSwing.java: org.hsqldb.util Diff:1
getUser: Session.java: org.hsqldb Diff:4
get: HashMap.java: org.hsqldb.lib Diff:2
typeForClass: DIProcedureInfo.java: org.hsqldb Diff:87
renameTable: Table.java: org.hsqldb Diff:20
getConnectionThreadName: ServerConnection.java: org.hsqldb Diff:20
getSQLMaxRows: Session.java: org.hsqldb Diff:4
windowClosing: DatabaseManagerSwing.java: org.hsqldb.util Diff:58
windowClosing: Transfer.java: org.hsqldb.util Diff:55
put: HashMap.java: org.hsqldb.lib Diff:2
checkAddColumn: DatabaseCommandInterpreter.java: org.hsqldb Diff:485
bind: CompiledStatement.java: org.hsqldb Diff:1
getLastPart: Tokenizer.java: org.hsqldb Diff:12
writeNull: RowOutputText.java: org.hsqldb.rowio Diff:11
getMessage: Trace.java: org.hsqldb Diff:12
getMinorVersion: jdbcDriver.java: org.hsqldb Diff:8
writeType: RowOutputText.java: org.hsqldb.rowio Diff:8
processAlterTableAddUniqueConstraint: DatabaseCommandInterpreter.java: org.hsqldb Diff:629
mergeResults: Select.java: org.hsqldb Diff:9
showHistory: SqlFile.java: org.hsqldb.util Diff:123
parseFileForTheRest: TransferSQLText.java: org.hsqldb.util Diff:79
writeChar: RowOutputBase.java: org.hsqldb.rowio Diff:1
isBestRowIdentifiersStrict: Table.java: org.hsqldb Diff:30
initGUI: ZaurusEditor.java: org.hsqldb.util Diff:17
setParameter: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:27
replaceTable: Constraint.java: org.hsqldb Diff:14
parseFileForData: TransferSQLText.java: org.hsqldb.util Diff:96
newTable: DatabaseCommandInterpreter.java: org.hsqldb Diff:465
checkCheckConstraint: Constraint.java: org.hsqldb Diff:19
getDatabaseMajorVersion: Library.java: org.hsqldb Diff:29
main: WebServer.java: org.hsqldb Diff:13
addAndCondition: TableFilter.java: org.hsqldb Diff:27
dropSequence: SequenceManager.java: org.hsqldb Diff:3
isReportSchemas: DINameSpace.java: org.hsqldb Diff:67
writeSingleColumnResult: ScriptWriterBase.java: org.hsqldb.scriptio Diff:16
convertFromType: HsqldbTransferHelper.java: org.hsqldb.util Diff:1
push: ExecHarness.java: org.hsqldb.test Diff:12
isSelfAggregate: Expression.java: org.hsqldb Diff:171
appendColumns: CompiledStatement.java: org.hsqldb Diff:58
compareTo: Column.java: org.hsqldb Diff:103
processPL: SqlFile.java: org.hsqldb.util Diff:96
setDatabaseVariables: HsqlDatabaseProperties.java: org.hsqldb Diff:9
schedulePeriodicallyAt: HsqlTimer.java: org.hsqldb.lib Diff:1
getOwnerSessionId: Table.java: org.hsqldb Diff:1
addRow: DatabaseScript.java: org.hsqldb Diff:275
readSmallint: RowInputBinary.java: org.hsqldb.rowio Diff:10
nullsAreSortedHigh: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:3
connect: DatabaseManager.java: org.hsqldb.util Diff:3
keyTyped: DatabaseManagerSwing.java: org.hsqldb.util Diff:16
compileInsertStatement: Parser.java: org.hsqldb Diff:149
getUpdateCounts: Result.java: org.hsqldb Diff:24
getBytes: jdbcBlob.java: org.hsqldb.jdbc Diff:2
setLong: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:10
setIgnoreCase: Database.java: org.hsqldb Diff:22
SYSTEM_SUPERTYPES: DatabaseInformationFull.java: org.hsqldb Diff:258
getRight: BaseMemoryNode.java: org.hsqldb Diff:3
getLookup: BaseHashMap.java: org.hsqldb.store Diff:1
isRoot: DiskNode.java: org.hsqldb Diff:4
getArg: Expression.java: org.hsqldb Diff:163
add: ZaurusChoice.java: org.hsqldb.util Diff:3
close: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:4
getCatalogTerm: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
similarTo: Expression.java: org.hsqldb Diff:185
dematerializeSubQueries: CompiledStatement.java: org.hsqldb Diff:10
getAllSessions: SessionManager.java: org.hsqldb Diff:16
init: QueryTool.java: org.hsqldb.util Diff:14
close: Cache.java: org.hsqldb Diff:8
fixupColumnDefRead: HsqldbTransferHelper.java: org.hsqldb.util Diff:1
isReferentialIntegrity: Database.java: org.hsqldb Diff:13
getEndTranType: Result.java: org.hsqldb Diff:24
addBatch: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:10
commit: Session.java: org.hsqldb Diff:8
processAlterTableDropColumn: DatabaseCommandInterpreter.java: org.hsqldb Diff:519
recompileCheckConstraints: Table.java: org.hsqldb Diff:13
setForJoin: Expression.java: org.hsqldb Diff:134
setNewNodes: CachedDataRow.java: org.hsqldb Diff:4
getNewColumnMap: Table.java: org.hsqldb Diff:52
plBlockFile: SqlFile.java: org.hsqldb.util Diff:109
incrementFailedTransactionCount: JDBCBench.java: org.hsqldb.test Diff:54
execute: ScriptTool.java: org.hsqldb.util Diff:9
getColumnNames: Parser.java: org.hsqldb Diff:18
setScripting: Session.java: org.hsqldb Diff:27
runScript: ScriptRunner.java: org.hsqldb Diff:30
supportsSchemasInPrivilegeDefinitions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getColumnList: DatabaseScript.java: org.hsqldb Diff:244
getStandardType: DITableInfo.java: org.hsqldb Diff:77
writeTableTerm: ScriptWriterBinary.java: org.hsqldb.scriptio Diff:20
writeBit: RowOutputBinary.java: org.hsqldb.rowio Diff:23
withoutInfoSchema: DINameSpace.java: org.hsqldb Diff:35
getInternalConnection: Session.java: org.hsqldb Diff:27
getBRIPseudo: DITableInfo.java: org.hsqldb Diff:2
writeFieldType: RowOutputBase.java: org.hsqldb.rowio Diff:1
SYSTEM_VERSIONCOLUMNS: DatabaseInformationFull.java: org.hsqldb Diff:428
resolveInsertParameterTypes: CompiledStatement.java: org.hsqldb Diff:5
supportsConvert: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeOther: RowOutputBase.java: org.hsqldb.rowio Diff:1
classForName: DINameSpace.java: org.hsqldb Diff:1
equals: BaseMemoryNode.java: org.hsqldb Diff:5
getUpdatedRow: CachedRow.java: org.hsqldb Diff:4
upgradeMethodFQN: DatabaseCommandInterpreter.java: org.hsqldb Diff:609
writeTableTerm: ScriptWriterBase.java: org.hsqldb.scriptio Diff:14
actionPerformed: DatabaseManagerSwing.java: org.hsqldb.util Diff:53
writeDDL: ScriptWriterBase.java: org.hsqldb.scriptio Diff:3
getAggregatedValue: Expression.java: org.hsqldb Diff:147
getTableTypes: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:2
getNameSpace: DIProcedureInfo.java: org.hsqldb Diff:11
setIdentityColumn: Table.java: org.hsqldb Diff:41
convertToDouble: Column.java: org.hsqldb Diff:103
getIndexPages: DITableInfo.java: org.hsqldb Diff:71
supportsDataManipulationTransactionsOnly: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
windowOpened: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
free: CachedRow.java: org.hsqldb Diff:5
createSysUser: UserManager.java: org.hsqldb Diff:32
getSortedSubqueries: Parser.java: org.hsqldb Diff:139
getMaxUserNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
supportsIntegrityEnhancementFacility: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
split: StringUtil.java: org.hsqldb.lib Diff:40
dropIndex: Table.java: org.hsqldb Diff:50
supportsSubqueriesInExists: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setBestRowIdentifiers: Table.java: org.hsqldb Diff:37
writeBinary: RowOutputText.java: org.hsqldb.rowio Diff:4
printSystemOut: Trace.java: org.hsqldb Diff:20
readTime: RowInputBase.java: org.hsqldb.rowio Diff:2
getPartMarker: Tokenizer.java: org.hsqldb Diff:11
getDate: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getColName: DITableInfo.java: org.hsqldb Diff:39
isFixedPrecisionScale: DITypeInfo.java: org.hsqldb Diff:43
getUser: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
initTextDatabaseRowOutput: RowOutputText.java: org.hsqldb.rowio Diff:6
insertRow: Table.java: org.hsqldb Diff:38
newAutoName: HsqlNameManager.java: org.hsqldb Diff:8
check: Trace.java: org.hsqldb Diff:22
getTables: TransferDb.java: org.hsqldb.util Diff:14
readReal: RowInputText.java: org.hsqldb.rowio Diff:10
deleteRecentConnectionSettings: ConnectionDialogCommon.java: org.hsqldb.util Diff:16
SYSTEM_PRIMARYKEYS: DatabaseInformationMain.java: org.hsqldb Diff:62
get: IntValueHashMap.java: org.hsqldb.lib Diff:4
isEmpty: StringUtil.java: org.hsqldb.lib Diff:32
put: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:5
filterLoadedProperties: HsqlDatabaseProperties.java: org.hsqldb Diff:20
readOther: RowInputBinary.java: org.hsqldb.rowio Diff:25
processCreate: DatabaseCommandInterpreter.java: org.hsqldb Diff:40
describeResult: CompiledStatement.java: org.hsqldb Diff:14
keyPressed: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
getColDataTypeSub: DITableInfo.java: org.hsqldb Diff:30
registerOutParameter: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getSize: RowOutputBinary.java: org.hsqldb.rowio Diff:39
convertColumnValue: TransferHelper.java: org.hsqldb.util Diff:11
allColumnsAreDefinedIn: Select.java: org.hsqldb Diff:17
nextLookup: BaseHashMap.java: org.hsqldb.store Diff:4
write: CachedRow.java: org.hsqldb Diff:5
find: Index.java: org.hsqldb Diff:43
isCaseSensitive: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:4
getDataType: Expression.java: org.hsqldb Diff:143
openTextCache: Log.java: org.hsqldb Diff:36
fixupColumnDefRead: OracleTransferHelper.java: org.hsqldb.util Diff:6
toInt: JDBCTypes.java: org.hsqldb.util Diff:2
processDropTable: DatabaseCommandInterpreter.java: org.hsqldb Diff:570
readLongData: RowInputBase.java: org.hsqldb.rowio Diff:2
isSimilarIn: Select.java: org.hsqldb Diff:11
isReportCatalogs: DINameSpace.java: org.hsqldb Diff:65
formatNicely: SqlFile.java: org.hsqldb.util Diff:159
getType: Database.java: org.hsqldb Diff:10
beginDataTransfer: PostgresTransferHelper.java: org.hsqldb.util Diff:17
testPerformance: DatabaseManagerSwing.java: org.hsqldb.util Diff:85
getByte: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getTransactionSize: Session.java: org.hsqldb Diff:27
parseSubquery: Parser.java: org.hsqldb Diff:27
readLongVarString: RowInputText.java: org.hsqldb.rowio Diff:8
insert: Table.java: org.hsqldb Diff:42
getLookup: BaseHashMap.java: org.hsqldb.store Diff:1
getColStClsName: DITypeInfo.java: org.hsqldb Diff:1
getDataType: DITypeInfo.java: org.hsqldb Diff:1
swapCondition: Expression.java: org.hsqldb Diff:143
equals: CachedRow.java: org.hsqldb Diff:5
getUser: UserManager.java: org.hsqldb Diff:17
isResolved: Select.java: org.hsqldb Diff:70
getDriverName: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
writeLongVarString: RowOutputText.java: org.hsqldb.rowio Diff:5
getJavaName: Database.java: org.hsqldb Diff:14
getOwner: DatabaseObjectNames.java: org.hsqldb Diff:2
getTokenArray: SqlFile.java: org.hsqldb.util Diff:119
execute: SqlToolHarness.java: org.hsqldb.test Diff:32
fixupColumnDefWrite: McKoiTransferHelper.java: org.hsqldb.util Diff:1
writeDataTerm: ScriptWriterBase.java: org.hsqldb.scriptio Diff:16
getBoolean: ValuePool.java: org.hsqldb.store Diff:8
setArray: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:13
writeSequenceStatement: ScriptWriterText.java: org.hsqldb.scriptio Diff:54
getColSize: DITableInfo.java: org.hsqldb Diff:60
nullsAreSortedAtEnd: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:3
getDefaultTransactionIsolation: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
iterator: HashSet.java: org.hsqldb.lib Diff:8
set: HashMappedList.java: org.hsqldb.lib Diff:1
getToken: Tokenizer.java: org.hsqldb Diff:16
readOther: RowInputBase.java: org.hsqldb.rowio Diff:2
getName: Table.java: org.hsqldb Diff:23
getScripting: Session.java: org.hsqldb Diff:27
processDropUser: DatabaseCommandInterpreter.java: org.hsqldb Diff:574
getLongNameFirst: Tokenizer.java: org.hsqldb Diff:8
lookupDatabaseObject: DatabaseManager.java: org.hsqldb Diff:10
createPrimaryKey: Table.java: org.hsqldb Diff:42
writeBit: RowOutputTextLog.java: org.hsqldb.rowio Diff:41
processDropTrigger: DatabaseCommandInterpreter.java: org.hsqldb Diff:582
processCreateFK: DatabaseCommandInterpreter.java: org.hsqldb Diff:257
isAdmin: Session.java: org.hsqldb Diff:26
main: DatabaseManagerSwing.java: org.hsqldb.util Diff:13
transferRow: TransferDb.java: org.hsqldb.util Diff:111
sqlException: jdbcUtil.java: org.hsqldb.jdbc Diff:9
getStatementID: Result.java: org.hsqldb Diff:24
cleanup: Transfer.java: org.hsqldb.util Diff:55
wasNull: jdbcResultSet.java: org.hsqldb.jdbc Diff:1
SYSTEM_TABLE_CONSTRAINTS: DatabaseInformationFull.java: org.hsqldb Diff:631
createUniqueConstraint: TableWorks.java: org.hsqldb Diff:46
getUrlsFromPropFile: SqlToolSprayer.java: org.hsqldb.util Diff:25
getColScale: DITableInfo.java: org.hsqldb Diff:53
user: Library.java: org.hsqldb Diff:29
releaseLock: Logger.java: org.hsqldb Diff:2
writeIntData: RowOutputBinary.java: org.hsqldb.rowio Diff:2
setTimeInMillis: HsqlDateTime.java: org.hsqldb Diff:9
write: DiskNode.java: org.hsqldb Diff:1
getConstraintIndexForColumns: Table.java: org.hsqldb Diff:7
open: Log.java: org.hsqldb Diff:6
fireAll: Table.java: org.hsqldb Diff:44
setDataSource: Table.java: org.hsqldb Diff:2
getSingleResult: Select.java: org.hsqldb Diff:8
getBundle: BundleHandler.java: org.hsqldb.resources Diff:4
open: Cache.java: org.hsqldb Diff:8
fixupColumnDefRead: TransferHelper.java: org.hsqldb.util Diff:11
getArg2: Expression.java: org.hsqldb Diff:163
main: SqlToolHarness.java: org.hsqldb.test Diff:4
writeBigint: RowOutputText.java: org.hsqldb.rowio Diff:8
clear: GridSwing.java: org.hsqldb.util Diff:3
synchLog: Log.java: org.hsqldb Diff:23
setBigDecimal: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:7
SYSTEM_VIEW_COLUMN_USAGE: DatabaseInformationFull.java: org.hsqldb Diff:682
saveChanges: ZaurusTableForm.java: org.hsqldb.util Diff:15
performPostExecute: Session.java: org.hsqldb Diff:35
supportsDifferentTableCorrelationNames: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getCatalogName: DINameSpace.java: org.hsqldb Diff:11
getPkName: Constraint.java: org.hsqldb Diff:1
removeName: DatabaseObjectNames.java: org.hsqldb Diff:6
writeTranslate: DiskNode.java: org.hsqldb Diff:1
isResolved: Expression.java: org.hsqldb Diff:139
getConnectTime: Session.java: org.hsqldb Diff:26
supportsSelectForUpdate: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
push: SqlToolHarness.java: org.hsqldb.test Diff:32
getState: Database.java: org.hsqldb Diff:92
getPosition: Tokenizer.java: org.hsqldb Diff:10
main: JDBCBench.java: org.hsqldb.test Diff:36
getNextNode: Row.java: org.hsqldb Diff:2
linkTable: Database.java: org.hsqldb Diff:22
itemStateChanged: ZaurusTableForm.java: org.hsqldb.util Diff:37
getLong: ValuePool.java: org.hsqldb.store Diff:3
getPrimaryKey: Table.java: org.hsqldb Diff:30
getDate: HsqlDateTime.java: org.hsqldb Diff:3
enforceNullConstraints: Table.java: org.hsqldb Diff:35
getList: StringUtil.java: org.hsqldb.lib Diff:27
getUTFSize: StringConverter.java: org.hsqldb.lib Diff:27
setStorageSize: Cache.java: org.hsqldb Diff:8
writeDecimal: RowOutputBinary.java: org.hsqldb.rowio Diff:22
getFKStatement: DatabaseScript.java: org.hsqldb Diff:274
compileCallStatement: Parser.java: org.hsqldb Diff:135
readBinary: RowInputBinary.java: org.hsqldb.rowio Diff:24
printSwitches: CodeSwitcher.java: org.hsqldb.util Diff:5
createSQLString: Column.java: org.hsqldb Diff:96
getData: Node.java: org.hsqldb Diff:3
rollback: Transaction.java: org.hsqldb Diff:2
isIndexCached: Table.java: org.hsqldb Diff:125
writeString: RowOutputTextLog.java: org.hsqldb.rowio Diff:40
writeDate: RowOutputBinary.java: org.hsqldb.rowio Diff:25
isRoot: CachedRow.java: org.hsqldb Diff:3
isAccessible: Session.java: org.hsqldb Diff:26
createForeignKey: TableWorks.java: org.hsqldb Diff:20
getVisibleSessions: SessionManager.java: org.hsqldb Diff:10
matchThis: Tokenizer.java: org.hsqldb Diff:5
storesUpperCaseQuotedIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
setInput: ExecHarness.java: org.hsqldb.test Diff:11
isIndexCached: TextTable.java: org.hsqldb Diff:13
getNumTypeWidth: Column.java: org.hsqldb Diff:101
setDataReadOnly: Table.java: org.hsqldb Diff:1
set: HashMappedList.java: org.hsqldb.lib Diff:1
